,LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
3213,Dog Individual Spayed Female,PORTUGESE WATER DOG,SPOTTED,NELLIE,15215,2017,12/19/2016 15:58
3214,Dog Individual Female,BORD COLLIE,WHITE/BROWN,DIXIE,15063,2017,3/10/2017 8:19
3215,Dog Individual Spayed Female,POODLE TOY,BLACK,SASHA,15137,2017,2/10/2017 15:41
3216,Dog Individual Spayed Female,COCKER SPANIEL,BROWN,ZOEY,15044,2017,2/21/2017 15:46
3217,Dog Individual Spayed Female,GER SHEPHERD MIX,BLACK,SCOOBY,15102,2017,12/15/2016 16:01
3218,Dog Individual Spayed Female,MIXED,WHITE/BLACK/BROWN,PEANUT,15014,2017,1/3/2017 14:03
3219,Dog Senior Citizen or Disability Spayed Female,BISHON FRISE MIX,WHITE,PHEOBE,15122,2017,1/12/2017 16:34
3220,Dog Individual Spayed Female,GER SHEPHERD MIX,BLACK/TAN,ROSIE,15106,2017,1/10/2017 13:18
3221,Dog Senior Citizen or Disability Neutered Male,MIXED,BROWN,MAXX,15116,2017,12/8/2016 10:10
3222,Dog Individual Male,POODLE STANDARD,BROWN,JOHN,15236,2017,12/9/2016 15:36
3223,Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,DANI,15235,2017,3/16/2017 13:51
3224,Dog Individual Neutered Male,AM PIT BULL TERRIER,BLACK,JULIAN,15147,2017,1/20/2017 9:00
3225,Dog Individual Spayed Female,MIXED,BLACK,DUTCHESS,15227,2017,1/6/2017 14:42
3226,Dog Individual Spayed Female,YORKSHIRE TERRIER,BLACK/BROWN,ZOEY,15084,2017,2/2/2017 9:43
3227,Dog Individual Neutered Male,CHIHUAHUA MIX,BLACK/BROWN,HARRY,15076,2017,1/31/2017 15:03
3228,Dog Individual Spayed Female,SHIH TZU,WHITE/BLACK,PEARL,15229,2017,2/10/2017 16:17
3229,Dog Senior Citizen or Disability Female,ENG COCKER SPANIEL,ORANGE,ANNIE,15063,2017,12/16/2016 16:25
3230,Dog Senior Citizen or Disability Spayed Female,ENG COCKER SPANIEL,ORANGE,ANNIE,15063,2017,12/16/2016 16:25
3231,Dog Senior Citizen or Disability Female,ENG COCKER SPANIEL,BLACK,IDA ROSE,15063,2017,12/16/2016 16:25
3232,Dog Individual Neutered Male,LABRADOR RETRIEVER,YELLOW,JACK SPARROW,15024,2017,3/10/2017 15:21
3233,Dog Individual Neutered Male,MIXED,WHITE/BROWN,BENJAMIN,15209,2017,1/6/2017 8:41
3234,Dog Senior Citizen or Disability Neutered Male,ENG BULLDOG,WHITE/FAWN,MOPAR,15132,2017,12/13/2016 13:52
3235,Dog Individual Neutered Male,ENG BULLDOG,WHITE/FAWN,SPOT,15132,2017,12/13/2016 13:52
3236,Dog Individual Neutered Male,ENG BULLDOG,WHITE/FAWN,SPOT,15132,2017,12/12/2016 8:44
3237,Dog Individual Spayed Female,CAIRN TERRIER,BROWN,BAILEY,15090,2017,1/10/2017 10:04
3238,Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/BROWN,DODGER,15238,2017,12/22/2016 8:56
3239,Dog Senior Citizen or Disability Spayed Female,CHIHUAHUA MIX,BROWN,GLORIA,15236,2017,12/15/2016 8:36
3240,Dog Individual Neutered Male,W HGHLND WH TERRIER,WHITE,BENTLEY,15037,2017,12/27/2016 12:38
3241,Dog Individual Spayed Female,GOLDEN RETRIEVER,RED,GINGER,15227,2017,12/14/2016 16:17
3242,Dog Individual Spayed Female,COCKAPOO,BLONDE,MADDIE,15132,2017,1/13/2017 12:48
3243,Dog Individual Spayed Female,AM PIT BULL TERRIER,WHITE/GREY,JAZ,15209,2017,2/3/2017 15:53
3244,Dog Senior Citizen or Disability Spayed Female,BEAGLE MIX,WHITE/BLACK/BROWN,GRACIE,15143,2017,1/17/2017 9:11
3245,Dog Individual Spayed Female,VIZSLA,BROWN,BRANDY,15116,2017,12/15/2016 16:01
3246,Dog Individual Male,GER SHEPHERD,BLACK,SCHMELTA,15090,2017,1/23/2017 10:52
3247,Dog Senior Citizen or Disability Male,GER SHEPHERD,BLACK,SCHMELTA,15090,2017,1/23/2017 10:52
3248,Dog Individual Spayed Female,MIXED,BROWN,LAYLA,15212,2017,1/5/2017 10:04
3249,Dog Individual Spayed Female,DOBERMAN MIX,BLACK/BROWN,ZOE,15238,2017,1/19/2017 12:56
3250,Dog Individual Male,ST BERNARD,WHITE/BROWN,BENTLEY HYRE,15129,2017,3/2/2017 11:18
3251,Dog Senior Citizen or Disability Neutered Male,BEAGLE,WHITE/BLACK/BROWN,BARNEY,15239,2017,12/13/2016 15:09
3252,Dog Senior Citizen or Disability Female,BRUSSELS GRIFFON,BROWN,EMMA,15235,2017,2/10/2017 12:27
3253,Dog Individual Male,DACHSHUND,BROWN,PUP,15045,2017,2/27/2017 16:26
3254,Dog Individual Neutered Male,GER SHEPHERD MIX,BLACK/BROWN,COOPER,15108,2017,12/19/2016 15:58
3255,Dog Senior Citizen or Disability Spayed Female,COCKER SPANIEL MIX,WHITE/BLACK,JENNY,15237,2017,12/20/2016 8:44
3256,Dog Individual Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN,RODNEY THE 2ND,15235,2017,12/30/2016 8:55
3257,Dog Individual Neutered Male,AM PITT BULL MIX,BLACK,RUEBEN,15236,2017,12/19/2016 8:21
3258,Dog Individual Neutered Male,AM STAFF TERRIER,BRINDLE,MONGO,15102,2017,1/17/2017 15:35
3259,Dog Senior Citizen or Disability Spayed Female,MIXED,BRINDLE,WINNIE,15126,2017,12/13/2016 8:34
3260,Dog Individual Neutered Male,LAB MIX,WHITE/BLACK,RUF RUF,15221,2017,1/6/2017 15:17
3261,Dog Individual Spayed Female,BORD COLLIE,WHITE/BLACK,SYDNEY,15142,2017,1/3/2017 13:12
3262,Dog Individual Neutered Male,MIXED,BLACK,J.D.,15214,2017,2/17/2017 9:03
3263,Dog Individual Spayed Female,MIXED,SPOTTED,HUNTER,15037,2017,12/15/2016 16:01
3264,Dog Senior Citizen or Disability Spayed Female,LAB MIX,BLACK,DUTCHES,15235,2017,1/18/2017 9:06
3265,Dog Individual Female,GER SHEPHERD,BLACK/TAN,BELLA,15202,2017,1/4/2017 15:57
3266,Dog Senior Citizen or Disability Neutered Male,LABRADOR RETRIEVER,WHITE/BLACK,KUMA,15035,2017,12/21/2016 8:35
3267,Dog Senior Citizen or Disability Spayed Female,POODLE TOY,BROWN,MARCIE,15045,2017,2/3/2017 9:57
3268,Dog Individual Neutered Male,COCKAPOO,BROWN,MOOSE,15137,2017,1/11/2017 14:29
3269,Dog Senior Citizen or Disability Neutered Male,SHIH TZU,BLACK,HARLEY,15229,2017,12/20/2016 8:54
3270,Dog Individual Neutered Male,COLLIE MIX,WHITE/BLACK/BROWN,NOVA,15238,2017,12/19/2016 8:21
3271,Dog Senior Citizen or Disability Neutered Male,PEKINGESE,WHITE/BROWN,SWIFFER,15090,2017,2/6/2017 11:09
3272,Dog Senior Citizen or Disability Neutered Male,PUG,TAN,SAM,15136,2017,2/3/2017 15:52
3273,Dog Senior Citizen or Disability Spayed Female,MIXED,BROWN,SADIE SUE,15116,2017,1/3/2017 14:04
3274,Dog Senior Citizen or Disability Female,LABRADOR RETRIEVER,YELLOW,MAGGIE,15014,2017,12/6/2016 16:08
3275,Dog Senior Citizen or Disability Neutered Male,LAB MIX,BLACK/BROWN,BART,15143,2017,1/17/2017 14:56
3276,Dog Individual Neutered Male,MALTESE,WHITE,BAILEY,15237,2017,1/24/2017 16:31
3277,Dog Senior Citizen or Disability Male,SCHNAUZER MIN,SALT/PEPPER,ZIMMERMANN,15241,2017,12/15/2016 8:36
3278,Dog Senior Citizen or Disability Spayed Female,YORKSHIRE TERR MIX,BROWN,HONEY,15147,2017,3/3/2017 14:14
3279,Dog Individual Neutered Male,GREAT PYRENEES,WHITE,NANOOK,15131,2017,2/3/2017 15:52
3280,Dog Individual Female,LABRADOR RETRIEVER,FAWN,MOCHA,15234,2017,2/7/2017 11:00
3281,Dog Individual Neutered Male,BEAGLE,WHITE/BLACK/BROWN,MARLEY,15215,2017,1/6/2017 15:17
3282,Dog Individual Spayed Female,CHIHUAHUA,BLUE,GRACIE,15131,2017,3/6/2017 8:45
3283,Dog Senior Citizen or Disability Neutered Male,AM TOY TERRIER,WHITE/BLACK,TYLER,15025,2017,12/8/2016 9:49
3284,Dog Individual Male,LABRADOR RETRIEVER,BROWN,MOOSE,15238,2017,1/6/2017 15:49
3285,Dog Senior Citizen or Disability Spayed Female,DOBERMAN PINSCHER,BLACK/RED,BELLA,15017,2017,1/17/2017 12:33
3286,Dog Individual Spayed Female,W HGHLND WH TERRIER,WHITE,LEXIE,15221,2017,12/30/2016 15:40
3287,Dog Individual Spayed Female,GREYHOUND,RED,QUEENIE,15223,2017,12/28/2016 15:34
3288,Dog Individual Spayed Female,ITALIAN GREYHOUND,WHITE,JEZEBELL,15102,2017,2/7/2017 16:05
3289,Dog Individual Spayed Female,SHIH TZU,WHITE/TAN,MARLEY,15227,2017,12/29/2016 15:14
3290,Dog Individual Spayed Female,MIXED,BLACK,LADY,15120,2017,2/23/2017 16:28
3291,Dog Senior Citizen or Disability Neutered Male,LABRADOR RETRIEVER,YELLOW,LUCKY,15143,2017,1/6/2017 14:12
3292,Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,SPICE,15120,2017,3/3/2017 10:51
3293,Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,SUGAR,15120,2017,3/3/2017 10:51
3294,Dog Individual Neutered Male,MALTESE MIX,BLACK,CICI,15227,2017,1/12/2017 9:36
3295,Dog Senior Citizen or Disability Spayed Female,GOLDEN RETRIEVER,BROWN,SADIE,15044,2017,12/15/2016 11:27
3296,Dog Individual Neutered Male,MIXED,BLACK,JAKE,15237,2017,12/29/2016 15:14
3297,Dog Individual Spayed Female,MIXED,WHITE/BLACK,MOLLY,15063,2017,3/10/2017 13:58
3298,Dog Individual Spayed Female,PARSON RUSSELL TERR,WHITE,THE CHICKEN,15236,2017,1/5/2017 9:17
3299,Dog Senior Citizen or Disability Spayed Female,PARSON RUSSELL TERR,WHITE,THE CHICKEN,15236,2017,1/5/2017 9:17
3300,Dog Individual Female,BORD COLLIE,WHITE/BLACK,SPARKY,15238,2017,1/5/2017 16:35
3301,Dog Senior Citizen or Disability Neutered Male,TERRIER,BROWN,JAKE,15108,2017,12/15/2016 8:37
3302,Dog Individual Neutered Male,MIXED,BLACK/TAN,ZEUS,15116,2017,1/9/2017 16:01
3303,Dog Senior Citizen or Disability Spayed Female,BEAGLE MIX,BROWN,PRETZEL,15209,2017,12/7/2016 9:57
3304,Dog Individual Neutered Male,WELSH CORGI PEMBROK,WHITE/BROWN,JASPER,15102,2017,12/15/2016 10:16
3305,Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,MIA,15209,2017,3/24/2017 15:12
3306,Dog Individual Spayed Female,AUS CATTLE DOG,SPOTTED,SADIE,15101,2017,2/28/2017 16:02
3307,Dog Individual Neutered Male,SCHNOODLE,BLACK,CREATURE,15143,2017,12/13/2016 16:04
3308,Dog Senior Citizen or Disability Neutered Male,ROTTWEILER,BLACK/TAN,BARON,15202,2017,12/14/2016 9:08
3309,Dog Individual Neutered Male,LABRADOR RETRIEVER,YELLOW,HUNTER,15229,2017,1/17/2017 12:33
3310,Dog Individual Neutered Male,MIXED,CREAM,BUBBA,15241,2017,1/4/2017 15:56
3311,Dog Senior Citizen or Disability Neutered Male,MIXED,BLACK/BROWN,JASPER,15071,2017,2/13/2017 15:03
3312,Dog Senior Citizen or Disability Spayed Female,MIXED,SPOTTED,PRESLEY,15139,2017,1/20/2017 13:33
3313,Dog Individual Spayed Female,AUS CATTLE DOG,WHITE/BROWN,BOOBOO,15209,2017,2/21/2017 12:06
3314,Dog Individual Spayed Female,MIXED,BLACK,CASSIE,15227,2017,12/14/2016 15:14
3315,Dog Individual Spayed Female,ROTTWEILER,BLACK/BROWN,HOLLE,15210,2017,2/28/2017 16:02
3316,Dog Individual Neutered Male,BEAGLE MIX,BLACK,BUDDY,15068,2017,2/23/2017 16:07
3317,Dog Senior Citizen or Disability Neutered Male,GER SHORTHAIR POINT,WHITE/BLACK,JACK,15136,2017,3/23/2017 14:27
3318,Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BLACK,SHADOW,15236,2017,3/6/2017 16:28
3319,Dog Individual Spayed Female,COCKAPOO,WHITE/BLACK,DARCY,15102,2017,12/14/2016 16:17
3320,Dog Individual Spayed Female,GER SHEPHERD,BLACK/BROWN,AUBREY,15332,2017,1/5/2017 8:35
3321,Dog Individual Neutered Male,MIXED,WHITE/BLACK/BROWN,MO,15146,2017,1/23/2017 8:42
3322,Dog Individual Male,GOLDEN RETRIEV MIX,WHITE/TAN,COMET,15120,2017,1/12/2017 10:27
3323,Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,MACKENZIE,15044,2017,1/6/2017 15:18
3324,Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,ABBY,15056,2017,1/18/2017 9:06
3325,Dog Individual Spayed Female,SHIH TZU,WHITE/BLACK,SPARKLE,15236,2017,1/23/2017 14:59
3326,Dog Individual Neutered Male,SHIH TZU,WHITE/BLACK,SHINE,15236,2017,1/23/2017 14:59
3327,Dog Individual Spayed Female,SHIH TZU,WHITE/TAN,SHIMMER,15236,2017,1/23/2017 14:59
3328,Dog Senior Citizen or Disability Neutered Male,BLUE HEELER,WHITE/RED,RIPLEY,15037,2017,1/13/2017 9:50
3329,Dog Individual License - FREE,GER SHEPHERD,SABLE,LORD,15205,2017,12/7/2016 9:56
3330,Dog Individual Male,LABRADOR RETRIEVER,YELLOW,COLT,15243,2017,1/23/2017 10:52
3331,Dog Individual Spayed Female,SHIH TZU,WHITE/BROWN,BELLA,15108,2017,2/24/2017 15:16
3332,Dog Individual Spayed Female,MIXED,WHITE/BROWN,LATTE,15090,2017,12/12/2016 16:17
3333,Dog Individual Spayed Female,MIXED,BLACK,CHEYENNE,15065,2017,1/5/2017 12:50
3334,Dog Individual Spayed Female,SCHNAUZER MIN,BLACK,DAISY,15120,2017,1/18/2017 15:35
3335,Dog Individual Neutered Male,BEAGLE,WHITE/BLACK/BROWN,MASON,15025,2017,12/8/2016 10:09
3336,Dog Senior Citizen or Disability Spayed Female,GER SHEPHERD,BLACK/BROWN,SADIE,15101,2017,1/23/2017 9:46
3337,Dog Individual Neutered Male,LAB MIX,YELLOW,JAKE,15236,2017,2/8/2017 14:10
3338,Dog Individual Spayed Female,LAB MIX,GOLD,EMMA,15236,2017,2/8/2017 14:10
3339,Dog Individual Spayed Female,MIXED,WHITE/BLACK,SIDNEY,15071,2017,12/13/2016 14:16
3340,Dog Individual Neutered Male,BEAGLE MIX,BLACK/BROWN,PUGSLEY,15234,2017,2/23/2017 15:04
3341,Dog Senior Citizen or Disability Neutered Male,CHIHUAHUA,WHITE/BEIGE,WILLIE,15137,2017,12/28/2016 16:31
3342,Dog Senior Citizen or Disability Male,AM PITT BULL MIX,WHITE/BROWN,WRINKLES,15132,2017,1/30/2017 14:22
3343,Dog Individual Neutered Male,LAB MIX,BLACK,BAILEY,15243,2017,12/14/2016 16:17
3344,Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,ROCKIE,15025,2017,1/31/2017 9:15
3345,Dog Individual Neutered Male,LAB MIX,BLACK/BROWN,REX,15237,2017,2/9/2017 8:46
3346,Dog Senior Citizen or Disability Spayed Female,BEAGLE,SPOTTED,GINGER,15014,2017,12/12/2016 9:35
3347,Dog Individual Spayed Female,GER SHEPHERD,BLACK,MACEY,15236,2017,1/12/2017 13:19
3348,Dog Individual Neutered Male,BORD COLLIE,WHITE/BLACK,SKIPPER,15116,2017,1/30/2017 12:59
3349,Dog Individual Neutered Male,MIXED,MULTI,ZIGGY,15136,2017,12/28/2016 16:14
3350,Dog Individual Spayed Female,MIXED,BLACK,JORDAN,15116,2017,12/15/2016 8:36
3351,Dog Senior Citizen or Disability Neutered Male,BISHON FRISE MIX,WHITE,MARLEY,15143,2017,12/13/2016 13:52
3352,Dog Senior Citizen or Disability Spayed Female,TERRIER,WHITE/BLACK/BROWN,ROSY,15237,2017,12/13/2016 16:03
3353,Dog Individual Spayed Female,GER SHEPHERD MIX,YELLOW,MUFFIN,15146,2017,2/2/2017 9:43
3354,Dog Senior Citizen or Disability Spayed Female,PARSON RUSSELL TERR,SPOTTED,LYDIA,15229,2017,1/27/2017 8:46
3355,Dog Senior Citizen or Disability Spayed Female,GER SHEPHERD,SABLE,LAYLA,15106,2017,1/19/2017 12:30
3356,Dog Senior Citizen or Disability Male,GER SHEPHERD,BLACK,OZZY,15106,2017,1/19/2017 12:30
3357,Dog Individual Spayed Female,BOSTON TERRIER,WHITE/BLACK,PENELOPE,15116,2017,12/16/2016 16:25
3358,Dog Individual Spayed Female,BASSET HOUND MIX,SPOTTED,VIOLET,15234,2017,12/16/2016 8:40
3359,Dog Individual Male,SIB HUSKY,WHITE,LOKI,15102,2017,12/8/2016 8:33
3360,Dog Senior Citizen or Disability Male,GOLDEN RETRIEVER,BLONDE,"WHEELEY ""PYMATUNING MARINA""",15120,2017,12/23/2016 14:05
3361,Dog Individual Spayed Female,MIXED,WHITE/TAN,BELLA,15212,2017,1/9/2017 16:02
3362,Dog Individual Neutered Male,PUGGLE,BROWN,RAMBO,15238,2017,1/3/2017 10:08
3363,Dog Senior Citizen or Disability Neutered Male,FOX TERRIER WIRE,WHITE/BLACK,JACK,15146,2017,12/15/2016 10:16
3364,Dog Individual Neutered Male,BASENJI,WHITE/TAN,SIDNEY,15145,2017,3/21/2017 15:39
3365,Dog Individual Neutered Male,BORD COLLIE,BLACK,SPARKY,15057,2017,2/8/2017 11:37
3366,Dog Individual Neutered Male,W HGHLND WH TERRIER,WHITE,RASCAL,15044,2017,2/17/2017 9:03
3367,Dog Individual Spayed Female,MIXED,BROWN,JENNY,15234,2017,2/14/2017 14:50
3368,Dog Individual Spayed Female,LABRADOODLE,BLONDE,BELLA,15220,2017,2/3/2017 8:37
3369,Dog Senior Citizen or Disability Spayed Female,GER SHEPHERD,BLACK/BROWN,NIKA,15146,2017,3/21/2017 15:39
3370,Dog Individual Neutered Male,BEAGLE MIX,BRINDLE,REESE,15044,2017,2/23/2017 16:27
3371,Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,BENNELLI,15220,2017,1/5/2017 9:17
3372,Dog Individual Male,GER SHEPHERD,BLACK/TAN,BUDDY,15108,2017,2/28/2017 16:02
3373,Dog Individual Male,CHIHUAHUA,WHITE,ANTHONY,15024,2017,1/3/2017 14:04
3374,Dog Individual Spayed Female,MALTESE MIX,WHITE,ANGEL,15143,2017,12/20/2016 8:54
3375,Dog Individual Neutered Male,ENG SPRINGER SPANIE,SPOTTED,TIMBERLAKE,15129,2017,1/9/2017 9:10
3376,Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,SPUNKY,15122,2017,12/20/2016 11:38
3377,Dog Senior Citizen or Disability Male,AKITA MIX,WHITE/BROWN,DUKE REDMAN,15235,2017,2/9/2017 8:46
3378,Dog Individual Neutered Male,BEAGLE,WHITE/BLACK/BROWN,TIGGER,15102,2017,2/22/2017 14:26
3379,Dog Senior Citizen or Disability Neutered Male,LAB MIX,WHITE/BLACK,SMOKEY,15136,2017,12/14/2016 16:17
3380,Dog Individual Spayed Female,WELSH CORGI PEMBROK,WHITE/RED,SADIE,15146,2017,1/9/2017 9:11
3381,Dog Individual Male,JACK RUSSEL TERRIER,WHITE,DICKY J.A.S,15143,2017,1/19/2017 11:31
3382,Dog Individual Spayed Female,LABRADOODLE,BROWN,LUCIANA,15229,2017,12/15/2016 16:01
3383,Dog Individual Spayed Female,BOXER MIX,BROWN,DALLAS,15234,2017,3/7/2017 16:02
3384,Dog Individual Spayed Female,SCOTTISH TERRIER,BLACK,RUBY,15221,2017,2/9/2017 14:48
3385,Dog Senior Citizen or Disability Neutered Male,YORKSHIRE TERRIER,BLONDE,ZEKE,15044,2017,12/5/2016 8:52
3386,Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,SNOOPY,15241,2017,12/14/2016 16:17
3387,Dog Senior Citizen or Disability Male,BEAGLE MIX,BRINDLE,JASPER,15037,2017,1/17/2017 8:41
3388,Dog Senior Citizen or Disability Spayed Female,MANCHESTER TERRIER,BROWN,HAZEL,15202,2017,1/6/2017 14:42
3389,Dog Senior Citizen or Disability Spayed Female,COCKAPOO,WHITE/BLACK,IZZY,15102,2017,1/3/2017 11:57
3390,Dog Individual Spayed Female,AM PITT BULL MIX,TAN,SAHARA,15116,2017,12/30/2016 11:15
3391,Dog Individual Spayed Female,AM PITT BULL MIX,TAN,SAHARA,15116,2017,12/30/2016 11:15
3392,Dog Individual Spayed Female,SHIH TZU,WHITE/BLACK,GLITZ,15236,2017,1/23/2017 14:59
3393,Dog Individual Neutered Male,SHIH TZU,WHITE/BLACK,GLEAM,15236,2017,1/23/2017 14:59
3394,Dog Individual Neutered Male,SHIH TZU,WHITE/TAN,GLOW,15236,2017,1/23/2017 14:59
3395,Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,SUMMER,15044,2017,1/30/2017 15:22
3396,Dog Senior Citizen or Disability Neutered Male,NEWFOUNDLAND,SPOTTED,SAMPSON,15143,2017,12/29/2016 9:39
3397,Dog Senior Citizen or Disability Neutered Male,LABRADOR RETRIEVER,BLACK,DIVOT,15235,2017,1/12/2017 14:57
3398,Dog Individual Spayed Female,MALTESE,WHITE,SOPHIA,15143,2017,12/15/2016 10:16
3399,Dog Senior Citizen or Disability Spayed Female,SCHNAUZER MIN,BLACK,TILBLE,15238,2017,1/6/2017 8:40
3400,Dog Individual Spayed Female,SCHNAUZER MIN,BLACK,TILBLE,15238,2017,1/6/2017 8:40
3401,Dog Individual Spayed Female,BOSTON TERRIER,BROWN,SOPHIE,15017,2017,3/8/2017 14:51
3402,Dog Senior Citizen or Disability Neutered Male,CAV KING CHAR SPANI,SPOTTED,BUDDY,15228,2017,12/7/2016 16:19
3403,Dog Individual Spayed Female,LABRADOR RETRIEVER,BROWN,EMMIE,15102,2017,2/3/2017 15:52
3404,Dog Individual Neutered Male,W HGHLND WH TERRIER,WHITE,LOUIE,15235,2017,1/23/2017 10:52
3405,Dog Individual Neutered Male,W HGHLND WH TERRIER,WHITE,DUKE,15235,2017,1/23/2017 10:52
3406,Dog Senior Citizen or Disability Spayed Female,LAB MIX,WHITE/BROWN,HALIE,15205,2017,1/4/2017 13:13
3407,Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,DOG BUDDY,15044,2017,1/25/2017 9:04
3408,Dog Individual Spayed Female,DALMATIAN,SPOTTED,JAZZ,15044,2017,12/20/2016 12:18
3409,Dog Individual Spayed Female,POODLE TOY,BLACK,DAISY DUKES,15101,2017,1/5/2017 16:35
3410,Dog Senior Citizen or Disability Neutered Male,YORKSHIRE TERRIER,OTHER,CAESAR,15106,2017,12/6/2016 16:07
3411,Dog Individual Spayed Female,LAB MIX,BLACK/GOLD,SAPPHIRE,15216,2017,2/2/2017 14:34
3412,Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BLACK,FAITH,15116,2017,1/3/2017 14:03
3413,Dog Senior Citizen or Disability Spayed Female,LAB MIX,BEIGE,HOPE,15116,2017,1/3/2017 14:03
3414,Dog Individual Spayed Female,BICHON FRISE,WHITE,SUGAR PIE,15108,2017,2/13/2017 16:01
3415,Dog Individual Spayed Female,BEAGLE MIX,WHITE/BLACK/BROWN,SHADOW,15241,2017,1/24/2017 16:31
3416,Dog Senior Citizen or Disability Neutered Male,SHIH TZU,WHITE/BLACK/GREY,TUGGER,15146,2017,12/13/2016 16:03
3417,Dog Individual Spayed Female,LAB MIX,BLACK,NOELLE,15239,2017,12/7/2016 14:52
3418,Dog Senior Citizen or Disability Neutered Male,SHIH TZU,GOLD,BUDDY,15243,2017,1/3/2017 14:03
3419,Dog Individual Neutered Male,BEAGLE,SPOTTED,SAWYER,15144,2017,12/14/2016 8:40
3420,Dog Individual Male,BEAGLE,SPOTTED,SAWYER,15144,2017,12/14/2016 8:40
3421,Dog Individual Spayed Female,GER SHEPHERD,BLACK/BROWN,KAYLA,15025,2017,1/30/2017 8:34
3422,Dog Individual Neutered Male,AUS TERRIER,RED,MEL,15090,2017,2/3/2017 15:15
3423,Dog Senior Citizen or Disability Spayed Female,BICHON FRISE,WHITE,MIZZ LIZZY,15229,2017,1/18/2017 10:20
3424,Dog Individual Spayed Female,POMERANIAN,WHITE/BLACK,CHIBI,15237,2017,1/4/2017 15:56
3425,Dog Individual Male,LABRADOODLE,BLACK,QUINCY,15084,2017,1/12/2017 10:27
3426,Dog Individual Neutered Male,BEAGLE,BLUE,BEAR,15044,2017,1/4/2017 15:56
3427,Dog Individual Neutered Male,LAB MIX,WHITE/BLACK,ROCCO,15044,2017,1/26/2017 13:23
3428,Dog Individual Spayed Female,GOLDEN RETRIEV MIX,BLACK,RAYVEN,15044,2017,1/26/2017 13:23
3429,Dog Senior Citizen or Disability Neutered Male,MIXED,CREAM,BEAR,15102,2017,12/28/2016 16:31
3430,Dog Individual Spayed Female,MIXED,BRINDLE,SAM,15025,2017,12/19/2016 8:20
3431,Dog Individual Spayed Female,AIREDALE TERRIER,BLACK/BROWN,GRACIE,15209,2017,1/24/2017 16:31
3432,Dog Individual Neutered Male,ENG SPRINGER SPANIE,BLACK,DAX,15112,2017,2/3/2017 10:09
3433,Dog Senior Citizen or Disability Neutered Male,LHASA APSO,WHITE,HAMILTON,15205,2017,3/7/2017 16:02
3434,Dog Senior Citizen or Disability Neutered Male,AUS TERRIER,RED,CALVIN,15221,2017,12/22/2016 8:56
3435,Dog Senior Citizen or Disability Neutered Male,CAIRN TERRIER,BLONDE,WESLEY,15221,2017,12/22/2016 8:56
3436,Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,MOLLY,15057,2017,1/3/2017 15:04
3437,Dog Individual Neutered Male,GER SHEPHERD,BLACK/BROWN,NIKO,15235,2017,12/29/2016 15:14
3438,Dog Individual Spayed Female,GER SHEPHERD,MULTI,TIKA,15235,2017,12/29/2016 15:14
3439,Dog Individual Spayed Female,BEAGLE,WHITE/BLACK/BROWN,FAITH,15229,2017,3/3/2017 13:08
3440,Dog Individual Spayed Female,ITALIAN GREYHOUND,SPOTTED,COCO,15228,2017,1/6/2017 8:40
3441,Dog Individual Spayed Female,GOLDEN RETRIEVER,BROWN,ZOEY,15129,2017,1/31/2017 15:03
3442,Dog Individual Spayed Female,MIXED,BLACK,ANNIE,15202,2017,1/10/2017 15:55
3443,Dog Individual Spayed Female,GOLDENDOODLE,BROWN,BAILEY,15024,2017,3/3/2017 16:33
3444,Dog Individual Male,GOLDEN RETRIEVER,GOLD,LORD ARGUS,15068,2017,2/23/2017 11:00
3445,Dog Individual Neutered Male,LAB MIX,WHITE,LUKE,15057,2017,12/19/2016 15:58
3446,Dog Senior Citizen or Disability Spayed Female,MIXED,BLACK,LOLA,15148,2017,2/28/2017 16:02
3447,Dog Individual Neutered Male,GER SHEPHERD,BLACK/TAN,KODIAK,15218,2017,1/3/2017 13:12
3448,Dog Senior Citizen or Disability Neutered Male,LHASA APSO,BLACK,AUGIE,15143,2017,1/19/2017 16:15
